text,source,claim_num,group,labeled_text
says jimmy carter has endorsed bernie sanders.,politifact,173,3,__label__3 says jimmy carter has endorsed bernie sanders.
the covid 19 future vaccine will come with the id  a mark the id tells everyone you are free of covid,politifact,518,1,__label__1 the covid 19 future vaccine will come with the id  a mark the id tells everyone you are free of covid
says donald trump tweeted that the confederate flag is a symbol of love!! plantations kept black people employed and gave them free food and housing!!! black unemployment was very low back then like now with me as your president!!,politifact,1100,3,__label__3 says donald trump tweeted that the confederate flag is a symbol of love!! plantations kept black people employed and gave them free food and housing!!! black unemployment was very low back then like now with me as your president!!
The Trump administration issued a memo in July 2020 that listed physical characteristic to look for in order to identify incoming transgender people at federally funded homeless shelters.,snopes,886,2,__label__2 The Trump administration issued a memo in July 2020 that listed physical characteristic to look for in order to identify incoming transgender people at federally funded homeless shelters.
free horses!!!! 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid 19 and his son wants nothing to do with them,politifact,491,1,__label__1 free horses!!!! 52 thoroughbred horses need homes will go to sugarcreek this sat for slaughter gentleman died due to covid 19 and his son wants nothing to do with them
the owner of taco bell said them animals need to be shot (black ppl)!,politifact,73,3,__label__3 the owner of taco bell said them animals need to be shot (black ppl)!
says joe biden supported the castro regime and meeting with maduro.,politifact,1133,3,__label__3 says joe biden supported the castro regime and meeting with maduro.
herd immunity is probably why california has far fewer covid 19 deaths than new york,politifact,587,1,__label__1 herd immunity is probably why california has far fewer covid 19 deaths than new york
"if you look at california, if you look at people of color in general, african-americans, latinos, asian-americans, we won that big time. big time. not even close.",politifact,979,2,"__label__2 if you look at california, if you look at people of color in general, african-americans, latinos, asian-americans, we won that big time. big time. not even close."
if you are in las vegas and you get a knock on your door from nv power 2020 census or cvd 19 testers do not open your door they are robbing people at gunpoint,politifact,657,1,__label__1 if you are in las vegas and you get a knock on your door from nv power 2020 census or cvd 19 testers do not open your door they are robbing people at gunpoint
greta thunberg going on hunger strike until trump is removed.,politifact,234,3,__label__3 greta thunberg going on hunger strike until trump is removed.
a mcdonald's sign requiring that all customers provide their names and phone numbers for collection is real,snopes,732,0,__label__0 a mcdonald's sign requiring that all customers provide their names and phone numbers for collection is real
the death of george floyd was a staged event.,politifact,214,3,__label__3 the death of george floyd was a staged event.
the cdc issued its first warning on jan 8 trump held campaign rallies on jan 9 jan 14 jan 28 jan 30 feb 10 feb 19 feb 20 feb 21 & feb 28 he golfed on jan 18 jan 19 feb 1 feb 15 mar 7 mar 8 the first time he admitted the coronavirus might be a problem was mar 13,politifact,162,0,__label__0 the cdc issued its first warning on jan 8 trump held campaign rallies on jan 9 jan 14 jan 28 jan 30 feb 10 feb 19 feb 20 feb 21 & feb 28 he golfed on jan 18 jan 19 feb 1 feb 15 mar 7 mar 8 the first time he admitted the coronavirus might be a problem was mar 13
says democrats blocked the iowa poll and blocked the iowa caucus.,politifact,132,3,__label__3 says democrats blocked the iowa poll and blocked the iowa caucus.
